V1,V2
TRIM28,MAPK1
CHD2,SP1
SIX5,EGR1
SIX5,MXI1
SIX5,SP1
SIX5,TFAP2C
SIX5,YY1
SIX5,RPS6KB2
EGR1,ELK4
EGR1,EP300
EGR1,ESRRA
EGR1,ETS1
EGR1,FOS
EGR1,MAFF
EGR1,GABPA
EGR1,GATA2
EGR1,JUN
EGR1,MEF2A
EGR1,ATF3
EGR1,RAD21
EGR1,SP1
EGR1,YY1
EGR1,BHLHE40
EGR1,CCNT2
EGR1,MAPK1
EGR1,SOS2
EGR1,SOS1
EGR1,PTEN
EGR1,EGFR
EGR1,BAX
EGR1,PIK3R1
EGR1,HRAS
EGR1,CDK9
EGR1,RASSF7
EGR1,CD151
EGR1,AKT2
EGR1,TNFSF11
EGR1,FZD7
EGR1,FZD5
EGR1,FGF2
ELK4,FOS
ELK4,GABPA
ELK4,IRF3
ELK4,NR2C2
ELK4,MAPK1
EP300,ETS1
EP300,FOS
EP300,GABPA
EP300,FOXA2
EP300,IRF3
EP300,JUN
EP300,MEF2A
EP300,MYC
EP300,SP1
EP300,TFAP2C
EP300,YY1
EP300,BHLHE40
EP300,SMC3
EP300,MAPK1
EP300,BAX
EP300,TNFSF11
EP300,TCF7L2
EP300,TCF7
EP300,BBC3
EP300,NCOA3
EP300,FRAT1
EP300,RECQL5
EP300,RPS6KA5
EP300,SHC2
ESRRA,MXI1
ESRRA,MYC
ESRRA,TFAP2C
ESRRA,USF1
ESRRA,NCOA3
ETS1,FOS
ETS1,GABPA
ETS1,JUN
ETS1,MYC
ETS1,SP1
ETS1,MAPK1
ETS1,BAX
ETS1,KIT
FOS,GATA2
FOS,FOXA2
FOS,JUN
FOS,MEF2A
FOS,MYC
FOS,ATF3
FOS,SP1
FOS,TBP
FOS,YY1
FOS,MAFK
FOS,BHLHE40
FOS,MAPK1
FOS,SOS2
FOS,HRAS
FOS,RASSF7
FOS,ZNF143
FOS,IGFBP5
FOS,ARAF
MAFF,JUN
MAFF,MYC
MAFF,ATF3
MAFF,SP1
MAFF,USF1
MAFF,PIK3R1
MAFF,FRAT1
GABPA,GATA2
GABPA,BRF1
GABPA,MXI1
GABPA,MYC
GABPA,RAD21
GABPA,SP1
GABPA,TBP
GABPA,USF1
GABPA,YY1
GABPA,MAPK1
GABPA,PIK3R1
GABPA,HRAS
GABPA,CDK9
GABPA,NCOA3
GABPA,ZNF143
GABPA,RHBDD1
GATA2,JUN
GATA2,MXI1
GATA2,MYC
GATA2,TFAP2C
GATA2,USF1
GATA2,MAPK1
GATA2,PTEN
GATA2,IGFBP5
GATA2,PIK3CA
BRF1,TBP
BRF1,TFAP2C
BRF1,YY1
BRF1,MAPK1
FOXA2,JUN
FOXA2,RAD21
FOXA2,USF1
FOXA2,MAFK
FOXA2,CCNT2
FOXA2,TCF7L2
FOXA2,FRAT1
FOXA2,RECQL5
FOXA2,EGLN1
IRF3,MYC
IRF3,SP1
IRF3,USF1
JUN,MEF2A
JUN,MXI1
JUN,MYC
JUN,ATF3
JUN,SP1
JUN,TBP
JUN,MAFK
JUN,BHLHE40
JUN,MAPK1
JUN,SOS2
JUN,EGFR
JUN,HRAS
JUN,TCF7L2
JUN,TCF7
JUN,NCOA3
JUN,RECQL5
JUN,PIAS1
MEF2A,MXI1
MEF2A,SP1
MEF2A,TFAP2C
MEF2A,BHLHE40
MEF2A,EGFR
MEF2A,PIK3R1
MEF2A,NCOA3
MEF2A,RECQL5
MEF2A,RPS6KA5
MEF2A,ZNF143
MXI1,MYC
MXI1,SP1
MXI1,MAFK
MXI1,BHLHE40
MXI1,SMC3
MXI1,MAPK1
MXI1,HRAS
MXI1,RASSF7
MXI1,BBC3
MXI1,RPS6KA5
MXI1,RHBDD1
MXI1,GADD45G
MYC,ATF3
MYC,RAD21
MYC,SP1
MYC,TBP
MYC,YY1
MYC,BHLHE40
MYC,CCNT2
MYC,SMC3
MYC,MAPK1
MYC,SOS2
MYC,SOS1
MYC,PTEN
MYC,BAX
MYC,HRAS
MYC,CDK9
MYC,FZD7
MYC,TCF7L2
MYC,TCF7
MYC,BBC3
MYC,NCOA3
MYC,RECQL5
MYC,RPS6KA5
MYC,RHBDD1
MYC,PIAS1
MYC,CDH3
MYC,PROM1
ATF3,TBP
ATF3,TFAP2C
ATF3,YY1
ATF3,RPS6KB2
ATF3,BAX
RAD21,YY1
RAD21,BHLHE40
RAD21,MAPK1
RAD21,BAX
RAD21,PIK3R1
RAD21,FZD5
RAD21,NCOA3
RAD21,RECQL5
RAD21,GADD45G
RAD21,CD274
SP1,TBP
SP1,USF1
SP1,YY1
SP1,BHLHE40
SP1,CCNT2
SP1,SMC3
SP1,MAPK1
SP1,SOS1
SP1,PTEN
SP1,EGFR
SP1,BAX
SP1,PIK3R1
SP1,HRAS
SP1,CDK9
SP1,RASSF7
SP1,CD151
SP1,FZD7
SP1,FZD5
SP1,NCOA3
SP1,RECQL5
SP1,RPS6KA5
SP1,SHC2
SP1,KIT
SP1,ZNF143
SP1,CDH3
SP1,PROM1
TBP,TFAP2C
TBP,YY1
TBP,NCOA3
TBP,RECQL5
TBP,PIAS1
TBP,GADD45G
TFAP2C,BHLHE40
TFAP2C,PTEN
TFAP2C,CDK9
TFAP2C,FZD5
TFAP2C,ZNF143
NR2C2,USF1
NR2C2,YY1
NR2C2,MAPK1
USF1,YY1
USF1,BHLHE40
USF1,SMC3
USF1,MAPK1
USF1,SOS1
USF1,PTEN
USF1,BAX
USF1,PIK3R1
USF1,HRAS
USF1,BBC3
USF1,RPS6KA5
USF1,SHC2
USF1,RHBDD1
USF1,GADD45G
YY1,MAPK1
YY1,RPS6KB2
YY1,PTEN
YY1,EGFR
YY1,BAX
YY1,FZD5
YY1,NCOA3
YY1,RECQL5
YY1,ZNF143
YY1,IGFBP5
MAFK,MAPK1
MAFK,PIK3R1
MAFK,FRAT1
MAFK,RECQL5
BHLHE40,CCNT2
BHLHE40,BAX
CCNT2,MAPK1
SMC3,MAPK1
MAPK1,NCOA3
